연번,업종명,인허가일자,업소명,소재지,소재지(지번),영업자시작일,업태명,급수시설,영업상태,데이터기준일
4630,휴게음식점,2011-11-29,모아커피,"경상남도 거제시 진목로 19, 상가A동 2층 5호 (옥포동, 진영에이스타운)",경상남도 거제시 옥포동 1298-1 진영에이스타운 ,2011-11-29,커피숍,상수도전용,운영중,2021-03-04
4631,휴게음식점,2011-11-29,수호PC카페,"경상남도 거제시 거제중앙로20길 4, 2층 (고현동, 우정빌딩)",경상남도 거제시 고현동 95-1 우정빌딩 2층 ,2011-11-29,일반조리판매,상수도전용,운영중,2021-03-04
4632,휴게음식점,2011-12-05,버무리 고현점,"경상남도 거제시 거제중앙로 1899, 1층 (고현동)",경상남도 거제시 고현동 961-152 ,2011-12-05,일반조리판매,상수도전용,운영중,2021-03-04
4633,휴게음식점,2011-12-08,지에스25 옥포항구점,"경상남도 거제시 옥포성안로2길 19, 1층 (옥포동)",경상남도 거제시 옥포동 1913-10 ,2014-10-02,편의점,상수도전용,운영중,2021-03-04
4634,휴게음식점,2011-12-08,별나무로로,"경상남도 거제시 수양로 473, 가동 2층 (양정동, 신현농협협동조합)",경상남도 거제시 양정동 962-2 ,2019-12-03,커피숍,상수도전용,운영중,2021-03-04
4635,휴게음식점,2011-12-19,미니스톱 덕산사랑점,"경상남도 거제시 옥포로 328 (옥포동, (14동102호))",경상남도 거제시 옥포동 1276 ,2011-12-19,편의점,상수도전용,운영중,2021-03-04
4636,휴게음식점,2011-12-26,수PC,"경상남도 거제시 거제중앙로 1914, 5층 (고현동, 리베라상가빌딩)",경상남도 거제시 고현동 961-60 리베라상가빌딩(5층) ,2011-12-26,일반조리판매,상수도전용,운영중,2021-03-04
4637,휴게음식점,2011-12-28,미니스톱장평진들점,경상남도 거제시 장평3로2길 34 (장평동),경상남도 거제시 장평동 95-75 ,2019-11-29,편의점,상수도전용,운영중,2021-03-04
4638,휴게음식점,2011-12-29,CU거제옥포원룸점,경상남도 거제시 국산6길 20 (옥포동),경상남도 거제시 옥포동 866-7 ,2018-11-20,편의점,상수도전용,운영중,2021-03-04
4639,휴게음식점,2011-12-06,하늘보리피자 상동점,"경상남도 거제시 상동7길 25, 1층 (상동동)",경상남도 거제시 상동동 794 ,2013-07-18,패스트푸드,상수도전용,운영중,2021-03-04
4640,휴게음식점,2012-01-13,플러스마트,경상남도 거제시 옥포중앙로 62 (옥포동),경상남도 거제시 옥포동 512-6 ,2012-01-13,편의점,상수도전용,운영중,2021-03-04
4641,휴게음식점,2012-01-26,미니스톱 거제중촌점,경상남도 거제시 연초면 연하해안로 546 ((1층)),경상남도 거제시 연초면 오비리 682-2 ,2016-07-20,편의점,간이상수도,운영중,2021-03-04
4642,휴게음식점,2012-02-14,샤뜨(Chat),"경상남도 거제시 거제중앙로5길 6, 1층 (고현동)",경상남도 거제시 고현동 1033-5 (1층) ,2014-01-09,커피숍,상수도전용,운영중,2021-03-04
4643,휴게음식점,2012-03-08,씨유 거제수양점,"경상남도 거제시 수양로 456 (수월동, (1층))",경상남도 거제시 수월동 1120-40 ,2016-10-25,편의점,상수도전용,운영중,2021-03-04
4644,휴게음식점,2012-03-20,미니스톱옥포성안점,경상남도 거제시 옥포로10길 25-1 (옥포동),경상남도 거제시 옥포동 423-5 ,2017-12-29,편의점,상수도전용,운영중,2021-03-04
4645,휴게음식점,2012-05-22,싹쓸이강정,"경상남도 거제시 거제중앙로 1888-1, 1층 일부호 (고현동)",경상남도 거제시 고현동 37-13 ,2019-06-18,일반조리판매,상수도전용,운영중,2021-03-04
4646,휴게음식점,2012-06-12,바푸리 중곡점,"경상남도 거제시 중곡로 40, 20동 121호 (고현동, 덕산베스트타운)",경상남도 거제시 고현동 1039 덕산베스트타운 20동 121호,2017-06-12,일반조리판매,상수도전용,운영중,2021-03-04
4647,휴게음식점,2012-08-01,스파이더맨,경상남도 거제시 옥포로13길 9 (옥포동),경상남도 거제시 옥포동 545-9 ,2020-05-18,일반조리판매,상수도전용,운영중,2021-03-04
4648,휴게음식점,2012-08-10,씨유 거제수월더블점,"경상남도 거제시 수양로 440-1, 1층 101호 (수월동)",경상남도 거제시 수월동 1092-2 (1층) 101호,2018-06-05,편의점,상수도전용,운영중,2021-03-04
4649,휴게음식점,2012-08-20,피자마루 수월점,"경상남도 거제시 수양로 442 (수월동, 1동109호)",경상남도 거제시 수월동 1092 ,2015-11-11,패스트푸드,상수도전용,운영중,2021-03-04
4650,휴게음식점,2012-09-18,하늘보리피자 중곡점,"경상남도 거제시 중곡2로 89-1, 상가동 1층 113호 (고현동, 거제2차덕산베스트타운)",경상남도 거제시 고현동 1062 거제2차덕산베스트타운(1층) 상가동 113호,2013-09-25,패스트푸드,상수도전용,운영중,2021-03-04
4651,휴게음식점,2012-09-27,달봉토스트,"경상남도 거제시 거제중앙로 1930-10, 1층 104호 (고현동, 골든아틀란티스(3-1))",경상남도 거제시 고현동 978-10 골든아틀란티스(1층) 104호,2019-07-16,커피숍,상수도전용,운영중,2021-03-04
4652,휴게음식점,2012-11-13,블랙빈,"경상남도 거제시 거제중앙로26길 17, 1층 (고현동)",경상남도 거제시 고현동 961-193 1층 ,2012-11-13,커피숍,상수도전용,운영중,2021-03-04
4653,휴게음식점,2013-01-28,카페로뎀,경상남도 거제시 거제면 거제남서로 3423-1 (1층),경상남도 거제시 거제면 남동리 29-476 ,2013-01-28,커피숍,상수도전용,운영중,2021-03-04
4654,휴게음식점,2013-02-04,이마트24 거제장평중앙,"경상남도 거제시 장평로 37, 1층 151,152호 (장평동)","경상남도 거제시 장평동 56-1 1층 151,152호 ",2013-02-04,일반조리판매,상수도전용,운영중,2021-03-04
4655,휴게음식점,2013-02-12,아리랑휴게실,경상남도 거제시 거제면 읍내로 47 (1층),경상남도 거제시 거제면 동상리 438-5 ,2020-10-28,다방,상수도전용,운영중,2021-03-04
4656,휴게음식점,2013-03-22,간식시간,"경상남도 거제시 상동7길 30-1, 상가동 1층 110호 (상동동, 대동다숲아파트)",경상남도 거제시 상동동 735 대동다숲아파트 상가동 110호,2017-09-15,일반조리판매,상수도전용,운영중,2021-03-04
4657,휴게음식점,2013-03-22,오선과 찐빵 만두,경상남도 거제시 연초면 거제북로 27 (1층),경상남도 거제시 연초면 죽토리 1111-1 ,2014-02-19,일반조리판매,상수도전용,운영중,2021-03-04
4658,휴게음식점,2013-04-16,드롭탑거제고현점,"경상남도 거제시 거제중앙로23길 3 (고현동, 1층)",경상남도 거제시 고현동 961-151 ,2017-04-27,커피숍,상수도전용,운영중,2021-03-04
4659,휴게음식점,2013-04-22,배스킨라빈스 상문점,"경상남도 거제시 거제중앙로 1663, 1층 (상동동)",경상남도 거제시 상동동 229-31 1층 ,2013-04-22,커피숍,상수도전용,운영중,2021-03-04
4660,휴게음식점,2013-05-06,카페오늘,"경상남도 거제시 연초면 거제대로 4477, 1동 지하1층",경상남도 거제시 연초면 연사리 1399-3 ,2019-10-25,커피숍,상수도전용,운영중,2021-03-04
4661,휴게음식점,2013-06-04,(주)웰리브거제해양park망고식스 거제점,경상남도 거제시 장목면 거가대로 1068 (외부가판대(후면)),경상남도 거제시 장목면 율천리 산 41-10 ,2020-04-17,일반조리판매,지하수전용,운영중,2021-03-04
4662,휴게음식점,2013-06-04,(주)웰리브거제해양park스태프핫도그거제점,경상남도 거제시 장목면 거가대로 1068 (1층),경상남도 거제시 장목면 율천리 산 41-10 ,2020-04-17,패스트푸드,지하수전용,운영중,2021-03-04
4663,휴게음식점,2013-06-05,탑플레이스,"경상남도 거제시 고현로11길 20, 2층 207호 (고현동, 엠파크)",경상남도 거제시 고현동 961-57 엠파크(2층) 207호,2013-06-05,일반조리판매,상수도전용,운영중,2021-03-04
4664,휴게음식점,2013-06-07,오션스스낵,경상남도 거제시 일운면 거제대로 2660 (옥외1층),경상남도 거제시 일운면 소동리 115 ,2020-09-28,패스트푸드,상수도전용,운영중,2021-03-04
4665,휴게음식점,2013-06-07,배스킨라빈스 소노캄거제,경상남도 거제시 일운면 거제대로 2660 (A동1층),경상남도 거제시 일운면 소동리 115 ,2016-12-26,패스트푸드,상수도전용,운영중,2021-03-04
4666,휴게음식점,2013-06-07,스타벅스소노캄거제점,경상남도 거제시 일운면 거제대로 2660 (A동1층),경상남도 거제시 일운면 소동리 115 ,2019-05-20,커피숍,상수도전용,운영중,2021-03-04
4667,휴게음식점,2013-06-19,카페78번지,경상남도 거제시 일운면 구조라로 34 (1층),경상남도 거제시 일운면 구조라리 78 ,2020-10-12,커피숍,상수도전용,운영중,2021-03-04
4668,휴게음식점,2013-07-01,투썸플레이스 거제고현점,"경상남도 거제시 거제중앙로29길 6, 1층 (고현동)",경상남도 거제시 고현동 971-9 (1층) ,2020-08-05,커피숍,상수도전용,운영중,2021-03-04
4669,휴게음식점,2013-07-26,카페뉴문(Cafe New Moon),"경상남도 거제시 문동4길 81-18, 1층 (문동동)",경상남도 거제시 문동동 11-6 (1층) ,2020-02-17,커피숍,지하수전용,운영중,2021-03-04
4670,휴게음식점,2013-07-31,웜밀,"경상남도 거제시 거제중앙로 1783, 2층 (상동동)",경상남도 거제시 상동동 997-10 ,2013-07-31,커피숍,상수도전용,운영중,2021-03-04
4671,휴게음식점,2013-07-31,세븐일레븐 거제옥포신원점,"경상남도 거제시 옥포로 365, 상가동 1층 101호 (옥포동, 신원심포니하우스)",경상남도 거제시 옥포동 1265-5 신원심포니하우스 1층 상가동 101호,2013-07-31,편의점,상수도전용,운영중,2021-03-04
4672,휴게음식점,2013-08-12,길,경상남도 거제시 동부면 거제남서로 2902 (1층),경상남도 거제시 동부면 오송리 174-2 ,2013-08-12,커피숍,상수도전용,운영중,2021-03-04
4673,휴게음식점,2013-08-16,풀꽃,,경상남도 거제시 옥포동 27 (지하1층) ,2013-08-16,커피숍,상수도전용,운영중,2021-03-04
4674,휴게음식점,2013-08-20,카페베네(아주점),경상남도 거제시 아주1로 30 (아주동),경상남도 거제시 아주동 1690-9 아주도시개발사업지구21블럭9로트(1층) ,2019-10-15,커피숍,상수도전용,운영중,2021-03-04
4675,휴게음식점,2013-09-17,해금강사우나(스넥코너),"경상남도 거제시 장평1로 161, 가동 3층 (장평동)",경상남도 거제시 장평동 733 (3층) 가동 ,2014-01-24,일반조리판매,지하수전용,운영중,2021-03-04
4676,휴게음식점,2013-09-26,커피앤플라워,"경상남도 거제시 계룡로 128, 1층 (고현동)",경상남도 거제시 고현동 722-2 (1층) ,2013-09-26,커피숍,상수도전용,운영중,2021-03-04
4677,휴게음식점,2013-10-11,사랑나무카페,"경상남도 거제시 수양로 428, 1층 (수월동)",경상남도 거제시 수월동 1092-14 (1층)외 1필지(1156-7) ,2013-10-11,커피숍,상수도전용,운영중,2021-03-04
4678,휴게음식점,2013-10-11,카페나무,경상남도 거제시 장목면 옥포대첩로 823-7 (2층),경상남도 거제시 장목면 외포리 1135 ,2013-10-11,커피숍,간이상수도,운영중,2021-03-04
4679,휴게음식점,2013-10-21,커피모모(MOMO),"경상남도 거제시 거제면 읍내로 57, 1층",경상남도 거제시 거제면 남동리 45-2 (1층) ,2019-04-08,커피숍,상수도전용,운영중,2021-03-04
4680,휴게음식점,2013-10-23,GS25한내공단점,"경상남도 거제시 연초면 연하해안로 711, 1동 1층",경상남도 거제시 연초면 한내리 38-1 ,2013-10-23,편의점,상수도전용,운영중,2021-03-04
4681,휴게음식점,2013-11-14,설빙고현점,"경상남도 거제시 거제중앙로 1904, 2층 201, 202호 (고현동, 하씨네빌딩)","경상남도 거제시 고현동 961-160 201, 202호(2층) ",2017-09-19,커피숍,상수도전용,운영중,2021-03-04
4682,휴게음식점,2013-11-19,파스쿠찌 장승포점,"경상남도 거제시 장승로 146-17 (장승포동, 1~2층)",경상남도 거제시 장승포동 701-6 ,2018-06-08,커피숍,상수도전용,운영중,2021-03-04
4683,휴게음식점,2013-11-21,사곡휴게실,경상남도 거제시 사등면 사곡1길 16 (201호),경상남도 거제시 사등면 사곡리 886-2 ,2013-11-21,다방,상수도전용,운영중,2021-03-04
4684,휴게음식점,2013-12-02,노리파크,"경상남도 거제시 상동7길 30-1, 상가동 지하1층 B101호 (상동동, 대동다숲아파트)",경상남도 거제시 상동동 735 대동다숲아파트(지하1층) 상가동 B101호,2014-11-28,키즈카페,상수도전용,운영중,2021-03-04
4685,휴게음식점,2013-12-19,하늘보리피자아주점,"경상남도 거제시 아주로 60-1 (아주동, 1층)",경상남도 거제시 아주동 1150 (아주도시개발사업지구26블럭5-1로트) ,2013-12-19,패스트푸드,상수도전용,운영중,2021-03-04
4686,휴게음식점,2013-12-23,고다방,"경상남도 거제시 거제중앙로19길 36 (고현동, 1층)",경상남도 거제시 고현동 751-32 ,2014-03-07,다방,상수도전용,운영중,2021-03-04
4687,휴게음식점,2013-12-30,투썸플레이스(바람의언덕점),경상남도 거제시 남부면 도장포1길 62 (2층),경상남도 거제시 남부면 갈곶리 223-5 ,2019-10-14,커피숍,상수도전용,운영중,2021-03-04
4688,휴게음식점,2014-01-13,투썸플레이스(거제대명점),"경상남도 거제시 일운면 소동6길 15, 1층 103호",경상남도 거제시 일운면 소동리 103 외1필지(107-2) 토지합병 103호,2014-01-13,커피숍,지하수전용,운영중,2021-03-04
4689,휴게음식점,2014-01-16,오르새피자 거제고현점,"경상남도 거제시 제산로 52-1, 나동 1층 (양정동)",경상남도 거제시 양정동 902-10 외 1필지(902-19) 나동 ,2016-03-21,패스트푸드,상수도전용,운영중,2021-03-04
4690,휴게음식점,2014-01-21,피자마루사등점,"경상남도 거제시 사등면 두동로 44, 1층",경상남도 거제시 사등면 사곡리 산 57-2 ,2014-01-21,패스트푸드,상수도전용,운영중,2021-03-04
4691,휴게음식점,2014-02-06,카페썸씽(cafe something),"경상남도 거제시 해명로 47, 1층 (수월동)",경상남도 거제시 수월동 1084-1 (1층) ,2014-02-06,커피숍,상수도전용,운영중,2021-03-04
4692,휴게음식점,2014-02-07,8그램(8gram),"경상남도 거제시 옥포중앙로 44 (옥포동, 1층)",경상남도 거제시 옥포동 513-1 (1층) ,2014-02-07,커피숍,상수도전용,운영중,2021-03-04
4693,휴게음식점,2014-02-18,설레임,경상남도 거제시 연초면 죽토로 43 (1층),경상남도 거제시 연초면 죽토리 711-1 1층 ,2014-02-18,커피숍,상수도전용,운영중,2021-03-04
4694,휴게음식점,2014-02-25,오페뜨지원센터점,"경상남도 거제시 거제대로 3370, 1층 (아주동, 대우조선공업)",경상남도 거제시 아주동 1 외 282필지(1층) 대우조선공업 ,2020-04-17,커피숍,상수도전용,운영중,2021-03-04
4695,휴게음식점,2014-03-06,카페더블루,"경상남도 거제시 계룡로 125, 1층 (고현동, 거제시청)",경상남도 거제시 고현동 717 (1층) ,2014-03-06,커피숍,상수도전용,운영중,2021-03-04
4696,휴게음식점,2014-03-06,투썸플레이스(수월점),"경상남도 거제시 수양로 486, 1층 (양정동, 라움빌딩)",경상남도 거제시 양정동 967-1 라움빌딩(1층) ,2014-03-06,커피숍,상수도전용,운영중,2021-03-04
4697,휴게음식점,2014-03-07,비치나드리,경상남도 거제시 하청면 연구2길 3-24 (지1층),경상남도 거제시 하청면 연구리 424-20 지1층 ,2014-03-07,일반조리판매,상수도전용,운영중,2021-03-04
4698,휴게음식점,2014-03-26,커피베이(coffee bay)능포점,"경상남도 거제시 능포로2길 6-3 (능포동, 1층)",경상남도 거제시 능포동 749-11 1층 ,2014-07-03,커피숍,상수도전용,운영중,2021-03-04
4699,휴게음식점,2014-04-02,파시야 거제옥포점,"경상남도 거제시 옥포대첩로7길 23, 1층 (옥포동)",경상남도 거제시 옥포동 523-20 ,2018-08-13,커피숍,상수도전용,운영중,2021-03-04
4700,휴게음식점,2014-04-11,(주)거제씨월드,"경상남도 거제시 일운면 지세포해안로 15, 2층 (거제씨월드)",경상남도 거제시 일운면 소동리 478-1 (2층)거제씨월드 ,2014-04-11,커피숍,상수도전용,운영중,2021-03-04
4701,휴게음식점,2014-04-29,카페드롭탑(거제중곡점),"경상남도 거제시 중곡로3길 35, 1층 (고현동)",경상남도 거제시 고현동 1008-1 (1층) ,2019-12-18,커피숍,상수도전용,운영중,2021-03-04
4702,휴게음식점,2014-05-07,카페베네 거제수양점,"경상남도 거제시 수양로 498 (양정동, 1층)",경상남도 거제시 양정동 937-6 1층 ,2015-12-23,커피숍,상수도전용,운영중,2021-03-04
4703,휴게음식점,2014-05-20,엔제리너스바람의언덕점,경상남도 거제시 남부면 해금강로 121 (1~2층),경상남도 거제시 남부면 갈곶리 261 1~2층 ,2014-05-20,커피숍,상수도전용,운영중,2021-03-04
4704,휴게음식점,2014-05-26,써브웨이 거제아주점,"경상남도 거제시 아주1로2길 62, 1층 (아주동)",경상남도 거제시 아주동 0 거제아주지구도시개발사업14블록2로트 ,2014-05-26,패스트푸드,상수도전용,운영중,2021-03-04
4705,휴게음식점,2014-05-27,씽크앤쌩크글로벌센터점,"경상남도 거제시 거제대로 3370 (아주동, 고객지원센타2층)",경상남도 거제시 아주동 1 (고객지원센타)2층 ,2020-04-17,커피숍,상수도전용,운영중,2021-03-04
4706,휴게음식점,2014-06-03,CU거제벽산솔렌스힐점,"경상남도 거제시 상동5길 75-40 (상동동, 401동 B102호)",경상남도 거제시 상동동 1041 401동 B102호 ,2020-07-07,편의점,상수도전용,운영중,2021-03-04
4707,휴게음식점,2014-06-09,새벽닭,"경상남도 거제시 옥수로10길 38 (능포동, 1-1호)",경상남도 거제시 능포동 645-8 1-1호 ,2014-06-09,일반조리판매,지하수전용,운영중,2021-03-04
4708,휴게음식점,2014-06-17,롯데리아 거제아주점,"경상남도 거제시 아주1로 38 (아주동, 1층)",경상남도 거제시 아주동 0-0 아주도시개발사업지구19블록10로트(1층) ,2014-06-17,패스트푸드,상수도전용,운영중,2021-03-04
4709,휴게음식점,2014-07-03,버블박스(BUBBLE BOX),"경상남도 거제시 일운면 지세포해안로 15, 3층 (거제씨월드)",경상남도 거제시 일운면 소동리 478-1 ,2014-07-03,패스트푸드,상수도전용,운영중,2021-03-04
4710,휴게음식점,2014-07-09,까꿍죽,"경상남도 거제시 제산로 86, 상가동 지하1층 106호 (양정동, 거제더샵)",경상남도 거제시 양정동 800 거제더샵 ,2014-07-09,일반조리판매,상수도전용,운영중,2021-03-04
4711,휴게음식점,2014-07-11,씨유거제삼성휴게소점,경상남도 거제시 사등면 거제대로 5731 (1층),경상남도 거제시 사등면 성포리 389 1층 ,2014-07-11,편의점,지하수전용,운영중,2021-03-04
4712,휴게음식점,2014-07-11,망고식스(거제고현점),"경상남도 거제시 거제중앙로29길 9, 1층 (고현동)",경상남도 거제시 고현동 970-35 (1층) ,2014-07-11,커피숍,상수도전용,운영중,2021-03-04
4713,휴게음식점,2014-08-04,블랙업커피,"경상남도 거제시 중곡로1길 42, 1~2층 (고현동)",경상남도 거제시 고현동 1007-13 1~2층 ,2014-08-04,커피숍,상수도전용,운영중,2021-03-04
4714,휴게음식점,2014-08-13,주식회사 쿱스토어경남 아주점,"경상남도 거제시 아주로 62-1 (아주동, 1층)",경상남도 거제시 아주동 0-0 26블록8로트(1층) ,2018-05-17,커피숍,상수도전용,운영중,2021-03-04
4715,휴게음식점,2014-08-14,부띠크,"경상남도 거제시 거제면 읍내로2길 33-1, 1층",경상남도 거제시 거제면 동상리 425-1 (1층) ,2014-08-14,커피숍,상수도전용,운영중,2021-03-04
4716,휴게음식점,2014-08-29,파시야(거제고현점),"경상남도 거제시 서문로5길 6, 2층 203호 (고현동)",경상남도 거제시 고현동 970-2 (2층) 203호,2014-08-29,커피숍,상수도전용,운영중,2021-03-04
4717,휴게음식점,2014-09-05,CU거제가조도점,경상남도 거제시 사등면 가조로4길 6 (304호),경상남도 거제시 사등면 창호리 2020 304호 ,2014-09-05,편의점,상수도전용,운영중,2021-03-04
4718,휴게음식점,2014-10-17,빽다방 거제고현터미널점,"경상남도 거제시 서문로 79, 나동 1층 2호 (고현동)",경상남도 거제시 고현동 979-2 외2필지(1층) 나동 3호,2020-04-28,커피숍,상수도전용,운영중,2021-03-04
4719,휴게음식점,2014-10-28,투썸플레이스(거제아주점),"경상남도 거제시 아주2로 41, 1층 (아주동)",경상남도 거제시 아주동 0 거제아주지구도시개발사업15블록1로트 ,2020-07-06,커피숍,상수도전용,운영중,2021-03-04
4720,휴게음식점,2014-10-30,테다(TAEDA),"경상남도 거제시 일운면 지세포해안로 72, 101호",경상남도 거제시 일운면 지세포리 772-2 ,2014-10-30,커피숍,상수도전용,운영중,2021-03-04
4721,휴게음식점,2014-11-06,롯데리아 수월점,"경상남도 거제시 수양로 454-8, 1~2층 (수월동)",경상남도 거제시 수월동 1120-11 ,2018-05-02,패스트푸드,상수도전용,운영중,2021-03-04
4722,휴게음식점,2014-11-14,하삼동커피 장승포점,"경상남도 거제시 능포로2길 49 (능포동, 102호)",경상남도 거제시 능포동 680-14 102호 ,2020-08-07,커피숍,상수도전용,운영중,2021-03-04
4723,휴게음식점,2014-11-25,쌤김밥,"경상남도 거제시 일운면 지세포로 101, 1층",경상남도 거제시 일운면 지세포리 927-6 ,2014-11-25,일반조리판매,상수도전용,운영중,2021-03-04
4724,휴게음식점,2014-12-01,"카페,충전소","경상남도 거제시 옥포대첩로5길 11 (옥포동, 1층)",경상남도 거제시 옥포동 524-15 1층 ,2016-07-28,커피숍,상수도전용,운영중,2021-03-04
4725,휴게음식점,2014-12-12,갤러리PC방,"경상남도 거제시 거제중앙로13길 6, 2층 (고현동)",경상남도 거제시 고현동 153-2 (2층) ,2014-12-12,일반조리판매,지하수전용,운영중,2021-03-04
4726,휴게음식점,2014-12-15,버거킹 고현점,"경상남도 거제시 서문로5길 6, 101,102호 (고현동)",경상남도 거제시 고현동 970-2 ,2014-12-15,패스트푸드,상수도전용,운영중,2021-03-04
4727,휴게음식점,2014-12-16,크리스피크림도넛(거제점),"경상남도 거제시 서문로 66, 1층 (고현동, 청암빌딩)",경상남도 거제시 고현동 961-36 청암빌딩 1층 ,2018-06-07,커피숍,상수도전용,운영중,2021-03-04
4728,휴게음식점,2014-12-23,해전카페,"경상남도 거제시 하청면 칠천로 265-17, 2층",경상남도 거제시 하청면 연구리 416 ,2020-04-21,커피숍,상수도전용,운영중,2021-03-04
4729,휴게음식점,2015-01-09,씨유 거제미진오션점,"경상남도 거제시 옥포대첩로2길 66, 1층 (옥포동)",경상남도 거제시 옥포동 551-7 (1층) ,2015-01-09,편의점,상수도전용,운영중,2021-03-04
4730,휴게음식점,2015-02-06,와글와글,"경상남도 거제시 서문로5길 6, 4층 402호 (고현동)",경상남도 거제시 고현동 970-2 4층 402호,2017-06-27,커피숍,상수도전용,운영중,2021-03-04
4731,휴게음식점,2015-02-11,롯데쇼핑(주)롯데마트거제점 초밥.김밥.도시락코너,"경상남도 거제시 서간도길 9-9, 지하1층 (옥포동, 거제엘크루랜드마크 상가동)",경상남도 거제시 옥포동 241-1 ,2017-04-20,패스트푸드,상수도전용,운영중,2021-03-04
4732,휴게음식점,2015-02-10,롯데쇼핑(주)롯데마트거제점 튀김.구이코너,"경상남도 거제시 서간도길 9-9, 지하1층 (옥포동, 거제엘크루랜드마크 상가동)",경상남도 거제시 옥포동 241-1 ,2017-04-20,패스트푸드,상수도전용,운영중,2021-03-04
4733,휴게음식점,2015-02-13,엔젤리너스(롯데마트옥포점),"경상남도 거제시 서간도길 9-9, 상가동 1층 (옥포동, 거제엘크루랜드마크)",경상남도 거제시 옥포동 241-1 외17필지 거제엘크루랜드마크 1층 상가동 ,2015-02-13,커피숍,상수도전용,운영중,2021-03-04
4734,휴게음식점,2015-03-03,맛있는고로케,"경상남도 거제시 중곡로7길 17, 1층 (고현동)",경상남도 거제시 고현동 988-4 (1층) ,2015-03-03,일반조리판매,상수도전용,운영중,2021-03-04
4735,휴게음식점,2015-03-05,하늘보리피자(옥포점),"경상남도 거제시 옥포로 282, 104동 1층 102호 (옥포동, 안성아파트상가)",경상남도 거제시 옥포동 1287 ,2015-03-05,패스트푸드,상수도전용,운영중,2021-03-04
4736,휴게음식점,2015-03-05,아주사우나찜질방식당,"경상남도 거제시 아주로9길 7, 1층 (아주동)",경상남도 거제시 아주동 1271 ,2018-07-26,일반조리판매,상수도전용,운영중,2021-03-04
4737,휴게음식점,2015-03-16,워터랜드커피점,"경상남도 거제시 장평1로 161, 가동 2층 (장평동)",경상남도 거제시 장평동 733 외1필지(2층) 가동 ,2015-03-16,커피숍,상수도(음용)지하수(주방용)겸용,운영중,2021-03-04
4738,휴게음식점,2015-03-18,배스킨라빈스(거제아주점),경상남도 거제시 아주2로 39 (아주동),경상남도 거제시 아주동 1684-2 ,2015-03-18,패스트푸드,상수도전용,운영중,2021-03-04
4739,휴게음식점,2015-03-18,피자마루 거제대교점,경상남도 거제시 사등면 거제남서로 5354,경상남도 거제시 사등면 덕호리 140-9 ,2016-07-26,패스트푸드,상수도전용,운영중,2021-03-04
4740,휴게음식점,2015-03-19,365휴게음식점,"경상남도 거제시 장승포로 2, 1층 (장승포동)",경상남도 거제시 장승포동 692-1 ,2015-03-19,일반조리판매,상수도전용,운영중,2021-03-04
4741,휴게음식점,2015-03-24,스타벅스 거제고현점,"경상남도 거제시 거제중앙로 1936, 1~2층 (고현동)",경상남도 거제시 고현동 977-4 (1~2층) 금영빌딩 ,2019-05-20,커피숍,상수도전용,운영중,2021-03-04
4742,휴게음식점,2015-03-26,블루밍제이,"경상남도 거제시 계룡로 28, 1층 (상동동)",경상남도 거제시 상동동 481-9 (1층) ,2020-08-07,커피숍,상수도전용,운영중,2021-03-04
4743,휴게음식점,2015-03-26,파스쿠찌(거제고현점),"경상남도 거제시 고현로11길 10, 2~3층 (고현동)",경상남도 거제시 고현동 33-12 (2~3층) ,2019-11-28,커피숍,상수도전용,운영중,2021-03-04
4744,휴게음식점,2015-04-03,보석청사우나여탕매점,"경상남도 거제시 옥포로24길 6, 1층 (옥포동)",경상남도 거제시 옥포동 519-2 (1층) ,2015-04-03,커피숍,지하수전용,운영중,2021-03-04
4745,휴게음식점,2015-04-14,옥포사우나,"경상남도 거제시 옥포대첩로6길 13, 2층 (옥포동)",경상남도 거제시 옥포동 542-2 (2층) ,2015-04-14,커피숍,상수도(음용)지하수(주방용)겸용,운영중,2021-03-04
4746,휴게음식점,2015-04-20,초아앤공방,"경상남도 거제시 거제면 거제남서로 3233, B동 1층",경상남도 거제시 거제면 오수리 371-2 ,2017-12-20,커피숍,상수도전용,운영중,2021-03-04
4747,휴게음식점,2015-04-23,초아,"경상남도 거제시 거제면 거제남서로 3233, A동 1층",경상남도 거제시 거제면 오수리 371-2 A동 ,2020-10-16,커피숍,상수도전용,운영중,2021-03-04
4748,휴게음식점,2015-05-08,씨유(거제한내공단점),"경상남도 거제시 연초면 연하해안로 842, 1동 1층",경상남도 거제시 연초면 한내리 621-2 1층 1동 ,2015-05-08,편의점,상수도전용,운영중,2021-03-04
4749,휴게음식점,2015-05-08,도미노피자 거제수양점,"경상남도 거제시 해명로 22-10, 1층 101호 (수월동)",경상남도 거제시 수월동 1043-77 1층 101호,2016-11-29,패스트푸드,상수도전용,운영중,2021-03-04
4750,휴게음식점,2015-05-11,알프레도,"경상남도 거제시 장평3로 80, 112호 (장평동, 삼성문화회관)",경상남도 거제시 장평동 530 ,2015-05-11,커피숍,상수도전용,운영중,2021-03-04
4751,휴게음식점,2015-05-18,거제돔카페,"경상남도 거제시 일운면 거제대로 2372, 3층",경상남도 거제시 일운면 지세포리 481-3 거제돔관광호텔 3층 ,2020-04-28,커피숍,지하수전용,운영중,2021-03-04
4752,휴게음식점,2015-05-19,안다미로,"경상남도 거제시 연초면 죽토2길 2, 1층",경상남도 거제시 연초면 죽토리 1114-10 ,2015-05-19,커피숍,지하수전용,운영중,2021-03-04
