연번,업종명,인허가일자,업소명,소재지,소재지(지번),영업자시작일,업태명,급수시설,영업상태,데이터기준일
2765,일반음식점,2016-04-18,밥무로술무로,"경상남도 거제시 옥수로10길 35, 2층 44호 (능포동, 옥수시장)",경상남도 거제시 능포동 645-10 ,2017-12-11,정종/대포집/소주방,상수도전용,운영중,2021-03-04
2766,일반음식점,2016-04-18,몽돌밭횟집,"경상남도 거제시 장목면 간곡길 58, 1층",경상남도 거제시 장목면 송진포리 59 ,2019-12-05,횟집,상수도전용,운영중,2021-03-04
2767,일반음식점,2016-04-19,투다리(아너스빌점),"경상남도 거제시 사등면 두동로 30, 지하1층 210호 (경남아너스빌상가)",경상남도 거제시 사등면 사곡리 869 경남아너스빌상가 210호,2016-04-19,정종/대포집/소주방,상수도전용,운영중,2021-03-04
2768,일반음식점,2016-04-20,추봉도횟집,경상남도 거제시 중곡로1길 24-3 (고현동),경상남도 거제시 고현동 1011-10 ,2018-11-09,횟집,상수도전용,운영중,2021-03-04
2769,일반음식점,2016-04-20,짜장나라,"경상남도 거제시 연초면 연하해안로 36, 1호동 1층",경상남도 거제시 연초면 연사리 1220-3 ,2020-06-16,중국식,지하수전용,운영중,2021-03-04
2770,일반음식점,2016-04-07,반올림피자샵 고현점,"경상남도 거제시 거제중앙로 1815, 1층 (고현동)",경상남도 거제시 고현동 172-5 ,2020-06-24,경양식,상수도전용,운영중,2021-03-04
2771,일반음식점,2016-04-21,굽네치킨 거제상문점,경상남도 거제시 거제중앙로 1557 (문동동),경상남도 거제시 문동동 578-13 ,2020-03-12,호프/통닭,상수도전용,운영중,2021-03-04
2772,일반음식점,2016-04-22,에베레스트레스토랑,"경상남도 거제시 거제대로 3726, 306,307,308,309,310호 (옥포동, 백조상가)",경상남도 거제시 옥포동 550-8 ,2020-07-01,경양식,지하수전용,운영중,2021-03-04
2773,일반음식점,2016-04-25,비비큐 거제옥포점,"경상남도 거제시 옥포대첩로7길 41, 1층 101호 (옥포동, 한양그린빌리지)",경상남도 거제시 옥포동 511-8 한양그린빌리지 ,2016-04-25,호프/통닭,상수도전용,운영중,2021-03-04
2774,일반음식점,2016-04-26,청마루대구뽈찜,"경상남도 거제시 수양1길 151, 1층 (수월동)",경상남도 거제시 수월동 35-1 ,2017-12-28,한식,상수도전용,운영중,2021-03-04
