연번,업소명,소재지,위도,경도,지역,지정등급,지정번호,지정일자
818,로제이브,부산광역시 금정구 금강로279번길 22(1층 장전동),35.23357649,129.0844897,매우우수,HG200008898,부산광역시 금정구,2020-11-24
819,로제이브커피 북문점,부산광역시 금정구 금강로335번길 40(리진타워 102호 장전동),35.23795042,129.0842404,매우우수,HG200008899,부산광역시 금정구,2020-11-24
820,로완,"부산광역시 금정구 금강로279번길 42(1층 장전동, 남정빌라)",35.23408037,129.0835846,매우우수,HG200008902,부산광역시 금정구,2020-11-24
821,엔티엔스,"부산광역시 북구 만덕대로 23(6층 617호 덕천동, 폴라렉스)",35.2111033,129.0075948,좋음,HG200008913,부산광역시 북구,2020-11-25
822,KFC덕천역,"부산광역시 북구 만덕대로16번길 19(1층,지하1층 덕천동)",35.20969874,129.0074017,매우우수,HG200008940,부산광역시 북구,2020-11-25
823,그래인스쿠키,"부산광역시 부산진구 가야대로 772(부전동,롯데백화점지하1층)",35.15679253,129.0564133,매우우수,HG200008983,부산광역시 부산진구,2020-11-26
824,움트,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점부산본점)",35.15679253,129.0564133,매우우수,HG200009000,부산광역시 부산진구,2020-11-26
825,떡만드는앙드레,부산광역시 부산진구 가야대로 772(롯데백화점 부산본점 지하1층 부전동),35.15679253,129.0564133,매우우수,HG200009016,부산광역시 부산진구,2020-11-26
826,지파시(G.FASSI) 현대부산점,"부산광역시 동구 범일로 125(지하2층 범일동, 현대백화점)",35.14130573,129.0585722,매우우수,HG200009136,부산광역시 동구,2020-12-01
827,파리바게뜨(만덕역점),부산광역시 북구 만덕1로10번길 2(1층 만덕동),35.21422105,129.0365089,매우우수,HG200009146,부산광역시 북구,2020-12-01
828,던킨도넛,"부산광역시 동래구 중앙대로 1523(온천동,상가B1-18호,19호)",35.22128992,129.0855783,매우우수,HG200009177,부산광역시 동래구,2020-12-01
829,(주)에스에이엠 던킨홈플러스정관점,부산광역시 기장군 정관읍 정관5로 50(정관 홈플러스 1층),35.32305178,129.1763857,매우우수,HG200009219,부산광역시 기장군,2020-12-02
830,엔제리너스커피 부산서면점,부산광역시 부산진구 중앙대로692번길 16(부전동),35.15420904,129.0601334,매우우수,HG200009221,부산광역시 부산진구,2020-12-02
831,던킨(광안리수변공원점),"부산광역시 수영구 광안해변로326번길 31(1층 4단지 117호 민락동, e편한세상 오션테라스 4단지)",35.15529259,129.129655,매우우수,HG200009240,부산광역시 수영구,2020-12-02
832,던킨 서면삼정타워,부산광역시 부산진구 중앙대로 672(삼정타워 5층 일부호 부전동),35.15300583,129.0596019,매우우수,HG200009249,부산광역시 부산진구,2020-12-02
833,해운대비치CC점 클럽하우스,부산광역시 기장군 기장읍 대변로 74(해운대비치 골프앤리조트),35.2299705,129.2215729,매우우수,HG200009251,부산광역시 기장군,2020-12-02
834,야끼텐,"부산광역시 북구 화명대로 47(지하1층 일부 호 화명동, 롯데마트 화명점)",35.23517016,129.0130124,좋음,HG200009329,부산광역시 북구,2020-12-04
835,던킨도너츠 부산국제빌딩점,"부산광역시 연제구 중앙대로 1217(1층 거제동, 국제빌딩)",35.19600843,129.0792787,매우우수,HG200009330,부산광역시 연제구,2020-12-04
836,구슬함박,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 465호),35.32372898,129.2349491,좋음,HG200009334,부산광역시 기장군,2020-12-04
837,면식가,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 467호),35.32372898,129.2349491,우수,HG200009335,부산광역시 기장군,2020-12-04
838,감탄,"부산광역시 북구 화명대로 47(지하1층 화명동, 롯데쇼핑주롯데마트화명점)",35.23517016,129.0130124,좋음,HG200009354,부산광역시 북구,2020-12-04
839,폴 바셋 신세계 센텀시티몰점,"부산광역시 해운대구 센텀4로 15(지하2층 우동, 센텀시티몰)",35.16986272,129.128287,매우우수,HG200009355,부산광역시 해운대구,2020-12-04
840,풍원장미역국정찬,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 479호),35.32372898,129.2349491,우수,HG200009360,부산광역시 기장군,2020-12-04
841,브레드파파(BREAD PAPA),부산광역시 북구 화명대로 47(롯데마트 지하1층 화명동),35.23517016,129.0130124,좋음,HG200009384,부산광역시 북구,2020-12-04
842,스트릿츄러스부산신세계,부산광역시 기장군 장안읍 정관로 1133(신세계아울렛9009호),35.32372898,129.2349491,매우우수,HG200009390,부산광역시 기장군,2020-12-04
843,멘무샤,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 451호),35.32372898,129.2349491,매우우수,HG200009391,부산광역시 기장군,2020-12-04
844,이디아커피,부산광역시 해운대구 재반로 176(재송동),35.19305034,129.1297829,매우우수,HG200009403,부산광역시 해운대구,2020-12-04
845,환공어묵,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛2층키오스크 14번),35.32372898,129.2349491,매우우수,HG200009416,부산광역시 기장군,2020-12-04
846,르번미부산프리미엄아울렛점,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 463호),35.32372898,129.2349491,우수,HG200009417,부산광역시 기장군,2020-12-04
847,남포수제비&1972,부산광역시 동구 범일로 125(범일동),35.14130573,129.0585722,매우우수,HG200009421,부산광역시 동구,2020-12-04
848,잣 품은 그집 호두과자,부산광역시 동구 범일로 125(현대백화점 부산점 지하2층 범일동),35.14130573,129.0585722,매우우수,HG200009442,부산광역시 동구,2020-12-07
849,엔제리너스커피롯데백부산식당가,"부산광역시 부산진구 가야대로 772(지상9층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG200009448,부산광역시 부산진구,2020-12-07
850,김영태스시L,부산광역시 부산진구 가야대로 772(롯데백화점부산본점 9층 부전동),35.15679253,129.0564133,매우우수,HG200009451,부산광역시 부산진구,2020-12-07
851,잣품은 그집 호두과자,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),35.09830894,129.0367048,매우우수,HG200009466,부산광역시 중구,2020-12-08
852,가홍치킨(광복점),부산광역시 중구 중앙대로 2(롯데백화점광복점 지하 1층 중앙동7가),35.09830894,129.0367048,매우우수,HG200009478,부산광역시 중구,2020-12-08
853,JVL부대찌개 롯데백화점광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 아쿠아몰 4층 중앙동7가),35.09830894,129.0367048,매우우수,HG200009491,부산광역시 중구,2020-12-08
854,티지아이에프(T.G.I.F) 롯데광복점,"부산광역시 중구 중앙대로 2(10층 중앙동7가, 외 110필지 롯데백화점)",35.09830894,129.0367048,매우우수,HG200009503,부산광역시 중구,2020-12-08
855,버거킹 부산용호분포SK,부산광역시 남구 용호로 116(용호동),35.12211416,129.1119498,매우우수,HG200009545,부산광역시 남구,2020-12-10
856,자연초갈비,부산광역시 부산진구 대학로 14-1(가야동),35.15411558,129.0365901,우수,HG200009640,부산광역시 부산진구,2020-12-14
857,두마리찜닭 두찜 부산정관점,부산광역시 기장군 정관읍 정관로 578(조은타워 1층 107호),35.32074014,129.1768141,좋음,HG200009649,부산광역시 기장군,2020-12-14
858,스타벅스 기장역DT점,부산광역시 기장군 기장읍 기장대로 527,35.24217052,129.2202288,매우우수,HG200009665,부산광역시 기장군,2020-12-14
859,투썸플레이스(부산백양대로점),"부산광역시 사상구 백양대로 655(1,2,3층 괘법동)",35.16557075,128.989414,매우우수,HG210000016,부산광역시 사상구,2021-01-11
860,맘스터치 동삼점,부산광역시 영도구 동삼로 80-1(1층 동삼동),35.08040928,129.0706354,좋음,HG210000048,부산광역시 영도구,2021-01-15
861,경복궁불고기광복점(주)덕용푸드시스템,부산광역시 중구 중앙대로 2(롯데백화점광복점 본관10층 중앙동7가),35.09830894,129.0367048,매우우수,HG210000065,부산광역시 중구,2021-01-18
862,니혼만땅,"부산광역시 동래구 중앙대로 1393(온천동, 롯데백화점 지하1층)",35.21170859,129.0774768,매우우수,HG210000070,부산광역시 동래구,2021-01-18
863,코코로 롯데백화점 동래점,부산광역시 동래구 중앙대로 1393(8층 온천동),35.21170859,129.0774768,매우우수,HG210000073,부산광역시 동래구,2021-01-18
864,더벤티 수영구청점,부산광역시 수영구 광남로 45(1층 남천동),35.146797,129.1116494,매우우수,HG210000074,부산광역시 수영구,2021-01-18
865,샤브보트롯데백화점동래점,부산광역시 동래구 중앙대로 1393(롯데백화점 8층 온천동),35.21170859,129.0774768,매우우수,HG210000077,부산광역시 동래구,2021-01-18
866,스시오,"부산광역시 동래구 중앙대로 1393(8층 온천동, 롯데백화점)",35.21170859,129.0774768,좋음,HG210000078,부산광역시 동래구,2021-01-18
867,이디야구서역점,부산광역시 금정구 구서로 2(구서동),35.24680674,129.0907204,매우우수,HG210000081,부산광역시 금정구,2021-01-18
868,또이또이베트남신세계센텀시티점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),35.16863843,129.1290824,매우우수,HG210000083,부산광역시 해운대구,2021-01-18
869,제이엠커피,"부산광역시 해운대구 센텀남대로 35(지하1층 일부호 우동, 신세계백화점)",35.16863843,129.1290824,우수,HG210000084,부산광역시 해운대구,2021-01-18
870,KFC연제이마트,부산광역시 연제구 연수로 89(1층 연산동),35.17615076,129.0813103,매우우수,HG210000085,부산광역시 연제구,2021-01-18
871,베스킨라빈스홈플러스해운대점,"부산광역시 해운대구 해운대해변로 140(우동, 홈플러스해운대점1층)",35.15839725,129.146491,매우우수,HG210000177,부산광역시 해운대구,2021-01-22
872,(유)아웃백스테이크하우스코리아 해운대점,"부산광역시 해운대구 해운대해변로 287(중동, 씨클라우드 201-1~12호, 209호)",35.16044629,129.1622485,매우우수,HG210000178,부산광역시 해운대구,2021-01-22
873,KFC 부산장산역점,"부산광역시 해운대구 세실로 86(1,2층 101호 202호호 좌동)",35.17234141,129.1765572,매우우수,HG210000179,부산광역시 해운대구,2021-01-22
874,육면정,부산광역시 남구 황령대로 329(1층 대연동),35.14840183,129.0948034,매우우수,HG210000183,부산광역시 남구,2021-01-22
875,베스킨라빈스,부산광역시 부산진구 성지로 158(초읍동),35.18218124,129.0474868,매우우수,HG210000185,부산광역시 부산진구,2021-01-22
876,정직유부 부산대점,부산광역시 금정구 금강로 253(1층 장전동),35.23069956,129.0846601,우수,HG210000188,부산광역시 금정구,2021-01-22
877,정직유부 일광점,부산광역시 기장군 일광면 해빛2로 24(상가동 122호 일광 신도시 비스타 동원1차),35.26865439,129.2271657,매우우수,HG210000191,부산광역시 기장군,2021-01-22
878,배스킨라빈스 남산점,부산광역시 금정구 중앙대로 2035(남산동),35.26611798,129.0922983,매우우수,HG210000193,부산광역시 금정구,2021-01-22
879,놈커피,부산광역시 부산진구 중앙대로 668(에이원플라자 105호 부전동),35.15241999,129.0595943,매우우수,HG210000198,부산광역시 부산진구,2021-01-22
880,엔제리너스부산아이온시티점,"부산광역시 부산진구 서면로 74(부전동,아이온시티1층)",35.15721009,129.0581419,매우우수,HG210000200,부산광역시 부산진구,2021-01-22
881,아웃백스테이크하우스 동래점,"부산광역시 동래구 온천장로 20(303호 온천동, 신화타워아파트)",35.21397883,129.0796376,매우우수,HG210000221,부산광역시 동래구,2021-01-25
882,베스킨라빈스(신호점),"부산광역시 강서구 신호산단2로 33(신호동, 골든뷰 106호 일부)",35.08594523,128.8777668,매우우수,HG210000222,부산광역시 강서구,2021-01-25
883,배스킨라빈스 지사점,"부산광역시 강서구 과학산단로306번길 10(116동 103호 지사동, 협성DS엘리시안)",35.14972124,128.8369449,매우우수,HG210000240,부산광역시 강서구,2021-01-25
884,배스킨라빈스 부산일광,"부산광역시 기장군 일광면 해빛로 17(네오더퍼스트 108호, 109호)",35.26630446,129.2260202,매우우수,HG210000241,부산광역시 기장군,2021-01-25
885,배가왕 송도직영점,부산광역시 서구 암남공원로 1(3층 암남동),35.07549756,129.0161199,우수,HG210000254,부산광역시 서구,2021-01-25
886,정직유부 만덕점,부산광역시 북구 덕천로276번길 22(1층 만덕동),35.20859141,129.0339332,매우우수,HG210000260,부산광역시 북구,2021-01-25
887,이디야 부산역점,부산광역시 동구 중앙대로 233(초량동),35.11810525,129.0407297,매우우수,HG210000314,부산광역시 동구,2021-01-26
888,정직유부 구서역점,부산광역시 금정구 금정로233번길 75(1층 구서동),35.24802097,129.0910114,매우우수,HG210000316,부산광역시 금정구,2021-01-27
889,도미노피자동래점,부산광역시 동래구 아시아드대로 203(온천동),35.20248399,129.0656592,매우우수,HG210000317,부산광역시 동래구,2021-01-27
890,하루엔소쿠 사직점,부산광역시 동래구 사직북로19번길 40(1층 101호 사직동),35.19732096,129.0582562,우수,HG210000321,부산광역시 동래구,2021-01-27
891,호식이두마리치킨 부곡점,부산광역시 금정구 가마실로 15-2(부곡동),35.22501157,129.0907029,매우우수,HG210000323,부산광역시 금정구,2021-01-27
892,정직유부사직점,부산광역시 동래구 사직북로 31(사직동),35.19865875,129.0598878,매우우수,HG210000324,부산광역시 동래구,2021-01-27
893,이삭토스트,부산광역시 부산진구 양지로 12(지상1층 양정동),35.16927778,129.069638,우수,HG210000335,부산광역시 부산진구,2021-01-28
894,라라코스트,"부산광역시 기장군 정관읍 정관로 575-3(301,302,303호 제일타워Ⅱ)",35.32153408,129.1767376,우수,HG210000336,부산광역시 기장군,2021-01-28
895,더블유스퀘어 김씨화덕,"부산광역시 남구 분포로 145(더블유스퀘동 2층 2008,2009호 용호동, 더블유)",35.1342266,129.1112149,매우우수,HG210000346,부산광역시 남구,2021-01-28
896,카페M,"부산광역시 부산진구 중앙대로 805(지상1층 부전동, 세흥의원)",35.16372837,129.0631439,우수,HG210000348,부산광역시 부산진구,2021-01-28
897,텐퍼센트,부산광역시 부산진구 서면문화로 26(1층 부전동),35.15970475,129.0563302,우수,HG210000349,부산광역시 부산진구,2021-01-28
898,롯데컬처웍스(주)롯데시네마 동부산아울렛 스위트샵,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),35.19221051,129.2127825,매우우수,HG210000350,부산광역시 기장군,2021-01-28
899,돼지팥빙수,부산광역시 부산진구 백양대로78번길 29(1층 당감동),35.16321208,129.0406243,매우우수,HG210000364,부산광역시 부산진구,2021-01-28
900,도미노피자초읍점,부산광역시 부산진구 새싹로 86(범전동),35.16464724,129.0539354,매우우수,HG210000367,부산광역시 부산진구,2021-01-28
901,정동진해물탕해물찜,"부산광역시 부산진구 서면문화로 37(부전동, 정동진해물탕2~3층)",35.16045166,129.0554399,매우우수,HG210000374,부산광역시 부산진구,2021-01-28
902,카페051 개금점,"부산광역시 부산진구 엄광로 24(이린타워빌9 B102호 개금동, 이린타워빌9)",35.14804686,129.018822,매우우수,HG210000375,부산광역시 부산진구,2021-01-28
903,롯데리아부산학장점,부산광역시 사상구 대동로 140(학장동),35.14016172,128.9825987,매우우수,HG210000380,부산광역시 사상구,2021-01-28
904,도미노피자 대연점,부산광역시 남구 수영로 256(대연동),35.13511742,129.0945704,매우우수,HG210000448,부산광역시 남구,2021-02-01
905,도미노피자 해운대점,"부산광역시 해운대구 해운대로 793(108호 좌동, 자생한방병원내 108호)",35.16966784,129.1752672,매우우수,HG210000451,부산광역시 해운대구,2021-02-01
906,카페벗,"부산광역시 북구 만덕대로155번길 9(1동 109호 덕천동, 삼정그린코아@상가)",35.21376197,129.0216096,우수,HG210000452,부산광역시 북구,2021-02-01
907,도미노피자 연산점,부산광역시 연제구 중앙대로 1173(1층 거제동),35.19227292,129.0797014,매우우수,HG210000453,부산광역시 연제구,2021-02-01
908,배스킨라빈스부산당감점,"부산광역시 부산진구 동평로 85(당감동,번지1층일부)",35.16556209,129.0388321,매우우수,HG210000455,부산광역시 부산진구,2021-02-01
909,도미노피자 다대포점,부산광역시 사하구 다대로 571(1층 다대동),35.05550493,128.9709815,매우우수,HG210000456,부산광역시 사하구,2021-02-01
910,도미노피자 센텀점,부산광역시 해운대구 해운대로 535(도미노피자 1층 우동),35.16031329,129.1506998,매우우수,HG210000457,부산광역시 해운대구,2021-02-01
911,도미노피자 대신점,부산광역시 서구 구덕로 303-1(1층 서대신동2가),35.11096861,129.0171091,매우우수,HG210000460,부산광역시 서구,2021-02-01
912,도미노피자 용호점,부산광역시 남구 용호로 64(용호동),35.12560559,129.1106369,매우우수,HG210000502,부산광역시 남구,2021-02-03
913,마고스농협부산점,부산광역시 북구 금곡대로 469(금곡동),35.25002197,129.0112195,매우우수,HG210000505,부산광역시 북구,2021-02-03
914,파리바게트대연혁신점,"부산광역시 남구 수영로325번길 11(106호 대연동, 마로니에타운)",35.13856568,129.1009811,매우우수,HG210000506,부산광역시 남구,2021-02-03
915,bread O(브레드오),"부산광역시 북구 금곡대로 469(1층 금곡동, 농협하나로클럽부산점1동)",35.25002197,129.0112195,좋음,HG210000508,부산광역시 북구,2021-02-03
916,채송화,부산광역시 북구 금곡대로 469(농협하나로클럽부산점 1동 1층 금곡동),35.25002197,129.0112195,매우우수,HG210000509,부산광역시 북구,2021-02-03
917,맥도날드 부산구남점,부산광역시 북구 백양대로 1045(구포동),35.19878703,128.9960218,우수,HG210000511,부산광역시 북구,2021-02-04
918,커피라온(COFFEE LAON),부산광역시 북구 상학산복길 47(5층 만덕동),35.21624223,129.0331077,매우우수,HG210000514,부산광역시 북구,2021-02-04
919,이너프커피,부산광역시 북구 산성로47번길 7-6(1층 화명동),35.24114125,129.0179101,매우우수,HG210000524,부산광역시 북구,2021-02-05
920,아웃백스테이크하우스 남천점,부산광역시 수영구 광안해변로 9(2~3층 남천동),35.13675577,129.1116224,매우우수,HG210000533,부산광역시 수영구,2021-02-05
921,제이브이엘부대찌개 신세계센텀시티몰점,부산광역시 해운대구 센텀4로 15(센텀시티 몰 4층 일부호 우동),35.16986272,129.128287,매우우수,HG210000625,부산광역시 해운대구,2021-02-10
922,카페051(CAFE051),"부산광역시 해운대구 마린시티2로 33(104동 1층 123-1호 우동, 두산제니스스퀘어상가)",35.15720524,129.144817,매우우수,HG210000626,부산광역시 해운대구,2021-02-10
923,백미당 신세계몰센텀시티점,부산광역시 해운대구 센텀4로 15(센텀시티 몰 4층 일부호 우동),35.16986272,129.128287,매우우수,HG210000631,부산광역시 해운대구,2021-02-10
924,도미노피자 학장점,부산광역시 사상구 학감대로 226(1층 감전동),35.15104355,128.9901049,매우우수,HG210000642,부산광역시 사상구,2021-02-10
925,교촌치킨 재송1호점,"부산광역시 해운대구 재반로 188(반여동, 지상1층)",35.19406097,129.1306314,매우우수,HG210000717,부산광역시 해운대구,2021-02-17
926,시나본 홈플러스해운대점,부산광역시 해운대구 해운대해변로 140(해운대홈플러스 우동),35.15839725,129.146491,매우우수,HG210000723,부산광역시 해운대구,2021-02-17
927,교촌치킨 마린시티점,"부산광역시 해운대구 마린시티1로 155(우동, 해운대현대하이페리온상가C동 101호)",35.15722698,129.1482307,매우우수,HG210000724,부산광역시 해운대구,2021-02-17
928,137맨션,"부산광역시 해운대구 우동1로38번길 11(137호 우동, 우일맨션)",35.16557043,129.1580406,매우우수,HG210000730,부산광역시 해운대구,2021-02-17
929,카페051 센텀시티,부산광역시 해운대구 센텀중앙로 90(큐비이센텀 본관동 1층 108호 재송동),35.17547729,129.1264655,매우우수,HG210000732,부산광역시 해운대구,2021-02-17
930,영광수산회센터,부산광역시 강서구 명지국제6로318번길 8(1층 명지동),35.10364357,128.9245192,우수,HG210000736,부산광역시 강서구,2021-02-18
931,챠오샤브,부산광역시 강서구 명지국제2로28번길 23(Neo Western Square 2동 2층 222호 명지동),35.09342409,128.9099048,우수,HG210000738,부산광역시 강서구,2021-02-18
932,비에이치씨(BHC) 명지오션시티점,"부산광역시 강서구 명지오션시티11로 51(상가322동 304호 명지동, 영어도시 퀸덤1차)",35.08634202,128.8998465,매우우수,HG210000747,부산광역시 강서구,2021-02-18
